Date,Campaing_Name,Ad-group,Trip_id,Keyword,Impressions,Clicks,CTR,Cost,Conversion Rate
2023-08-15,Rodzinne wakacje,All Inclusive 2023,14,dla dzieci,48821,4690,"9,61","1414,69","22,07"
2020-10-10,Wakacje dla seniorów,Last Minute 2020,18,dla seniorów,23694,760,"3,21","4691,05","2,67"
2016-03-02,Egzotyczne destynacje,First Minute 2016,14,plaże,56547,38184,"67,53","3480,44","3,77"
2017-09-18,Egzotyczne destynacje,Pakiety Wakacyjne 2017,15,nieodkryte miejsca,80788,16942,"20,97","4693,20","24,92"
2020-01-28,Rodzinne wakacje,Last Minute 2020,9,dla dzieci,17942,13903,"77,49","1687,17","14,54"
2023-08-03,Wakacje dla par,First Minute 2023,7,romantyczne,35185,27590,"78,41","3162,60","16,41"
2019-07-16,Wakacje z dziećmi,All Inclusive 2019,28,dla dzieci,10206,1251,"12,26","211,32","10,78"
2015-01-26,Luksusowe podróże,Pakiety Wakacyjne 2015,1,wysoki standard,14121,2607,"18,46","4305,89","20,64"
2016-01-12,Wakacje budżetowe,Last Minute 2016,12,oferty specjalne,53954,18146,"33,63","2600,67","22,80"
2015-02-15,Relaks i wellness,Oferty Specjalne 2015,26,joga,30606,24500,"80,05","774,30","24,66"
2024-09-15,Rodzinne wakacje,First Minute 2024,11,dla dzieci,93091,74131,"79,63","4634,13","5,32"
2016-06-09,Wakacje budżetowe,All Inclusive 2016,20,oszczędne podróże,84859,31912,"37,61","2762,87","7,12"
2015-02-24,Wakacje z dziećmi,All Inclusive 2015,22,rodzinne wakacje,90830,18206,"20,04","1009,54","7,56"
2018-08-24,Relaks i wellness,Nowe Destynacje 2018,20,joga,8838,5354,"60,58","3376,11","27,45"
2018-02-09,Wakacje dla par,Last Minute 2018,23,romantyczne,56170,32393,"57,67","872,40","11,69"
2018-12-08,Egzotyczne destynacje,Last Minute 2018,9,przygoda,22175,17001,"76,67","3551,20","28,81"
2020-09-29,Wakacje budżetowe,Pakiety Wakacyjne 2020,21,budżetowe wakacje,34475,20309,"58,91","4442,00","4,26"
2023-02-09,Przygoda i eksploracja,Oferty Specjalne 2023,29,sport,88441,33736,"38,15","2265,36","16,18"
2020-08-28,Wakacje budżetowe,Oferty Specjalne 2020,18,budżetowe wakacje,69147,22644,"32,75","4389,53","20,59"
2023-08-11,Wakacje budżetowe,Nowe Destynacje 2023,24,oferty specjalne,99521,29070,"29,21","359,03","4,20"
2023-01-09,Wakacje dla seniorów,Pakiety Wakacyjne 2023,11,relaks i wellness,35111,30325,"86,37","4861,49","4,40"
2017-01-24,Wakacje dla par,Nowe Destynacje 2017,2,dla par,69934,39270,"56,15","1428,45","26,95"
2015-04-12,Wakacje dla seniorów,Pakiety Wakacyjne 2015,15,spokojne wakacje,81127,21760,"26,82","1699,18","6,45"
2017-11-01,Wakacje dla seniorów,All Inclusive 2017,30,spokojne wakacje,98411,20039,"20,36","136,56","3,16"
2019-09-18,Rodzinne wakacje,Pakiety Wakacyjne 2019,13,dla dzieci,87882,60051,"68,33","3372,31","1,75"
2017-02-23,Luksusowe podróże,Oferty Specjalne 2017,10,wysoki standard,46437,16256,"35,01","617,58","0,79"
2023-06-18,Luksusowe podróże,Pakiety Wakacyjne 2023,14,luksusowe podróże,71438,43635,"61,08","1135,26","6,91"
2016-09-26,Przygoda i eksploracja,Oferty Specjalne 2016,22,przygoda,97046,65249,"67,24","3599,18","18,60"
2015-01-17,Przygoda i eksploracja,Pakiety Wakacyjne 2015,9,ekstremalne,40566,11972,"29,51","1825,77","8,33"
2023-07-15,Luksusowe podróże,Oferty Specjalne 2023,22,wysoki standard,53763,50205,"93,38","1845,66","17,36"
2023-11-26,Relaks i wellness,All Inclusive 2023,17,spa,80603,58408,"72,46","2680,23","18,60"
2020-11-13,Wakacje z dziećmi,Nowe Destynacje 2020,3,rodzinne wakacje,36752,4977,"13,54","2722,64","8,22"
2020-09-04,Przygoda i eksploracja,Nowe Destynacje 2020,10,egzotyka,78674,58708,"74,62","1937,44","4,14"
2015-02-20,Przygoda i eksploracja,Last Minute 2015,25,ekstremalne,32029,19111,"59,67","3249,00","16,74"
2021-07-10,Wakacje z dziećmi,Nowe Destynacje 2021,29,animacje dla dzieci,62646,28828,"46,02","1778,29","12,72"
2016-07-02,Luksusowe podróże,Pakiety Wakacyjne 2016,20,5-gwiazdek,68964,16618,"24,10","2904,98","24,06"
2023-05-20,Wakacje dla par,All Inclusive 2023,23,dla par,29860,11244,"37,66","2339,36","24,81"
2021-10-26,Wakacje z dziećmi,First Minute 2021,17,animacje dla dzieci,4206,724,"17,21","733,11","4,29"
2022-08-10,Egzotyczne destynacje,All Inclusive 2022,20,dzika przyroda,1065,810,"76,06","3473,74","1,28"
2016-09-13,Wakacje dla seniorów,Oferty Specjalne 2016,14,dla seniorów,57620,42139,"73,13","2121,61","28,09"
2020-10-28,Wakacje dla par,All Inclusive 2020,27,luksusowe podróże,33119,27973,"84,46","392,77","4,58"
2017-11-12,Wakacje dla seniorów,All Inclusive 2017,1,relaks i wellness,78639,24394,"31,02","3182,50","9,38"
2024-04-25,Przygoda i eksploracja,All Inclusive 2024,24,sport,89426,62143,"69,49","2108,37","21,28"
2024-05-22,Rodzinne wakacje,All Inclusive 2024,9,dla dzieci,59472,45060,"75,77","2490,82","28,93"
2017-03-12,Rodzinne wakacje,First Minute 2017,25,rodzinne wakacje,74741,66627,"89,14","4884,16","21,35"
2022-09-25,Przygoda i eksploracja,All Inclusive 2022,1,egzotyka,78600,72969,"92,84","1929,43","6,74"
2022-02-02,Rodzinne wakacje,All Inclusive 2022,1,dla dzieci,99257,36829,"37,10","3415,94","12,17"
2016-12-01,Wakacje dla par,Nowe Destynacje 2016,26,relaks i wellness,84805,70039,"82,59","3198,18","22,13"
2018-01-20,Rodzinne wakacje,Pakiety Wakacyjne 2018,12,dla dzieci,28718,1948,"6,78","4340,62","24,97"
2024-11-05,Egzotyczne destynacje,Oferty Specjalne 2024,12,egzotyczne destynacje,60044,43370,"72,23","2778,05","29,93"
2016-12-20,Wakacje budżetowe,Last Minute 2016,18,oferty specjalne,88130,5327,"6,04","1701,89","6,06"
2024-09-16,Luksusowe podróże,First Minute 2024,24,wysoki standard,88529,5464,"6,17","1890,98","18,77"
2018-02-27,Rodzinne wakacje,First Minute 2018,3,dla dzieci,38855,6485,"16,69","2731,27","7,36"
2015-05-25,Wakacje z dziećmi,First Minute 2015,6,animacje dla dzieci,62103,21921,"35,30","1420,97","7,45"
2020-10-16,Wakacje z dziećmi,First Minute 2020,28,dla dzieci,85302,72589,"85,10","1830,31","23,23"
2020-01-07,Luksusowe podróże,All Inclusive 2020,27,relaks,7158,4167,"58,21","4233,83","25,18"
2024-11-05,Egzotyczne destynacje,All Inclusive 2024,5,przygoda,48455,16857,"34,79","1259,64","29,15"
2015-01-19,Wakacje z dziećmi,First Minute 2015,14,dla dzieci,43793,14249,"32,54","1696,84","12,30"
2019-08-11,Wakacje budżetowe,Oferty Specjalne 2019,4,oszczędne podróże,97344,9782,"10,05","427,92","4,54"
2018-08-31,Luksusowe podróże,Nowe Destynacje 2018,19,wysoki standard,24190,9086,"37,56","2026,38","7,17"
2017-06-02,Egzotyczne destynacje,First Minute 2017,7,egzotyczne destynacje,64921,50005,"77,02","4564,46","6,62"
2022-10-23,Wakacje dla par,All Inclusive 2022,16,relaks i wellness,77728,62584,"80,52","4459,40","29,20"
2017-08-15,Relaks i wellness,All Inclusive 2017,4,dla seniorów,62939,44779,"71,15","1915,05","5,59"
2015-05-18,Egzotyczne destynacje,Last Minute 2015,5,nieodkryte miejsca,63132,35900,"56,86","2858,29","10,29"
2018-12-07,Przygoda i eksploracja,First Minute 2018,11,sport,50755,6281,"12,38","2949,41","14,83"
2020-05-22,Luksusowe podróże,All Inclusive 2020,2,5-gwiazdek,93311,46213,"49,53","2536,21","16,34"
2020-05-24,Wakacje dla seniorów,Pakiety Wakacyjne 2020,10,dla seniorów,39653,11628,"29,32","2539,19","28,68"
2022-05-05,Wakacje dla seniorów,Oferty Specjalne 2022,28,relaks i wellness,14712,6918,"47,02","3005,98","4,92"
2023-05-01,Rodzinne wakacje,Pakiety Wakacyjne 2023,27,dla dzieci,31844,28649,"89,97","849,52","18,69"
2018-06-05,Egzotyczne destynacje,Last Minute 2018,27,egzotyczne destynacje,6055,5581,"92,17","253,46","14,22"
2019-05-20,Egzotyczne destynacje,Oferty Specjalne 2019,30,dzika przyroda,18981,12691,"66,86","2737,65","2,04"
2021-07-05,Wakacje z dziećmi,First Minute 2021,22,dla dzieci,59466,26619,"44,76","2378,28","23,27"
2023-07-02,Wakacje dla seniorów,Nowe Destynacje 2023,26,relaks i wellness,90203,43126,"47,81","3618,10","28,49"
2018-07-17,Wakacje budżetowe,All Inclusive 2018,5,budżetowe wakacje,95194,51954,"54,58","4035,46","29,14"
2015-05-08,Egzotyczne destynacje,First Minute 2015,11,dzika przyroda,37797,9738,"25,76","813,37","2,11"
2022-11-16,Relaks i wellness,Oferty Specjalne 2022,20,dla seniorów,75207,30447,"40,48","1200,68","29,57"
2021-01-29,Egzotyczne destynacje,Pakiety Wakacyjne 2021,23,nieodkryte miejsca,72746,57322,"78,80","1351,60","17,06"
2019-10-15,Wakacje z dziećmi,Last Minute 2019,7,animacje dla dzieci,58297,36588,"62,76","1358,80","17,16"
2020-03-10,Wakacje z dziećmi,Oferty Specjalne 2020,6,rodzinne wakacje,28668,4979,"17,37","1199,95","23,15"
2023-03-17,Relaks i wellness,Oferty Specjalne 2023,20,zdrowie,55347,47541,"85,90","3752,64","22,74"
2020-01-02,Egzotyczne destynacje,Nowe Destynacje 2020,19,plaże,60762,27228,"44,81","222,70","2,04"
2023-04-09,Wakacje dla seniorów,Nowe Destynacje 2023,13,dla seniorów,94225,5490,"5,83","4872,98","12,86"
2016-10-27,Egzotyczne destynacje,Nowe Destynacje 2016,26,plaże,67889,45137,"66,49","960,88","22,23"
2022-08-23,Wakacje dla seniorów,First Minute 2022,25,dla seniorów,95811,68852,"71,86","2208,60","1,54"
2022-05-05,Przygoda i eksploracja,Oferty Specjalne 2022,8,ekstremalne,1184,526,"44,43","1850,68","23,05"
2022-07-26,Przygoda i eksploracja,Pakiety Wakacyjne 2022,4,przygoda,15042,11649,"77,44","2474,00","15,01"
2024-12-03,Wakacje z dziećmi,Oferty Specjalne 2024,18,animacje dla dzieci,33027,1710,"5,18","3955,73","10,84"
2023-10-02,Egzotyczne destynacje,All Inclusive 2023,24,przygoda,38674,36385,"94,08","2806,38","12,49"
2023-12-07,Rodzinne wakacje,Last Minute 2023,30,dla dzieci,46178,25602,"55,44","352,25","25,98"
2020-03-08,Wakacje dla seniorów,First Minute 2020,23,dla seniorów,84754,57980,"68,41","3721,17","6,94"
2021-08-27,Wakacje dla seniorów,Oferty Specjalne 2021,9,relaks i wellness,14022,4247,"30,29","1187,55","23,40"
2023-07-03,Egzotyczne destynacje,Oferty Specjalne 2023,13,plaże,54394,31907,"58,66","1718,26","1,74"
2016-11-02,Wakacje dla par,Oferty Specjalne 2016,24,luksusowe podróże,50424,29741,"58,98","744,93","21,31"
2022-12-14,Wakacje z dziećmi,Oferty Specjalne 2022,6,dla dzieci,49363,15659,"31,72","882,22","27,78"
2020-02-17,Wakacje dla par,Pakiety Wakacyjne 2020,22,relaks i wellness,3457,413,"11,95","252,48","22,48"
2024-11-03,Egzotyczne destynacje,All Inclusive 2024,3,egzotyczne destynacje,45227,31786,"70,28","1583,39","25,39"
2017-06-02,Rodzinne wakacje,Last Minute 2017,5,dla dzieci,52901,30299,"57,27","3812,77","11,45"
2017-11-26,Wakacje dla par,Nowe Destynacje 2017,23,relaks i wellness,28841,13002,"45,08","350,55","5,00"
2018-04-09,Wakacje z dziećmi,All Inclusive 2018,10,animacje dla dzieci,44493,12634,"28,40","2929,55","15,09"
2024-07-27,Luksusowe podróże,Last Minute 2024,21,luksusowe podróże,82442,66792,"81,02","4330,44","25,72"
2023-10-02,Wakacje budżetowe,Oferty Specjalne 2023,18,oferty specjalne,42581,3677,"8,64","3898,25","4,70"
2023-02-17,Relaks i wellness,Oferty Specjalne 2023,14,dla seniorów,84647,69473,"82,07","2479,18","24,39"
2022-01-08,Rodzinne wakacje,Last Minute 2022,28,dla dzieci,11208,4644,"41,43","3842,01","24,92"
2015-02-16,Egzotyczne destynacje,All Inclusive 2015,7,dzika przyroda,63709,9085,"14,26","744,81","1,43"
2017-03-22,Przygoda i eksploracja,Last Minute 2017,14,ekstremalne,64296,16994,"26,43","4977,43","28,33"
2017-12-24,Wakacje dla seniorów,Pakiety Wakacyjne 2017,7,relaks i wellness,54185,34465,"63,61","4998,29","5,76"
2019-09-24,Egzotyczne destynacje,All Inclusive 2019,19,przygoda,67263,17148,"25,49","1731,08","3,61"
2023-11-24,Przygoda i eksploracja,Pakiety Wakacyjne 2023,29,przygoda,10638,7790,"73,23","4394,91","22,73"
2017-03-22,Przygoda i eksploracja,All Inclusive 2017,15,aktywne wakacje,71456,33750,"47,23","3918,50","16,05"
2020-11-05,Relaks i wellness,Nowe Destynacje 2020,3,relaks i wellness,86828,17658,"20,34","401,72","16,68"
2018-09-11,Przygoda i eksploracja,Oferty Specjalne 2018,23,aktywne wakacje,27574,1925,"6,98","1586,05","7,15"
2023-07-01,Egzotyczne destynacje,All Inclusive 2023,24,egzotyczne destynacje,34593,33644,"97,26","4115,60","2,11"
2022-02-26,Luksusowe podróże,Last Minute 2022,12,relaks,18700,5729,"30,64","1535,18","25,52"
2023-11-07,Wakacje dla par,Oferty Specjalne 2023,24,romantyczne,6089,3403,"55,89","301,81","20,59"
2024-03-19,Wakacje z dziećmi,Oferty Specjalne 2024,14,rodzinne wakacje,27978,23634,"84,47","3907,02","10,54"
2018-01-06,Wakacje dla par,Last Minute 2018,4,dla par,71547,64672,"90,39","4493,69","28,54"
2020-07-29,Relaks i wellness,Pakiety Wakacyjne 2020,30,zdrowie,51478,19008,"36,92","2426,49","7,41"
2017-07-15,Wakacje dla seniorów,Oferty Specjalne 2017,25,relaks i wellness,82311,46468,"56,45","3128,43","4,17"
2019-11-13,Wakacje dla seniorów,First Minute 2019,17,dla seniorów,91234,90983,"99,72","586,20","26,11"
2021-06-30,Przygoda i eksploracja,Last Minute 2021,16,sport,33338,21326,"63,97","4937,79","19,41"
2018-05-04,Wakacje z dziećmi,Pakiety Wakacyjne 2018,9,animacje dla dzieci,56732,103,"0,18","4710,38","17,07"
2024-03-21,Wakacje z dziećmi,Nowe Destynacje 2024,12,dla dzieci,12385,785,"6,34","453,73","28,24"
2017-05-03,Wakacje budżetowe,Nowe Destynacje 2017,28,oferty specjalne,28550,15085,"52,84","1651,11","7,91"
2024-03-21,Egzotyczne destynacje,All Inclusive 2024,4,egzotyczne destynacje,5808,4839,"83,32","867,10","26,59"
2015-09-01,Rodzinne wakacje,Pakiety Wakacyjne 2015,5,rodzinne wakacje,47729,11919,"24,97","705,81","22,31"
2016-11-17,Wakacje z dziećmi,Pakiety Wakacyjne 2016,3,dla dzieci,91230,5719,"6,27","2515,29","9,96"
2016-09-27,Rodzinne wakacje,Pakiety Wakacyjne 2016,12,rodzinne wakacje,1080,221,"20,46","1631,30","13,88"
2021-02-09,Luksusowe podróże,First Minute 2021,18,wysoki standard,8654,1263,"14,59","4636,08","18,18"
2019-08-08,Przygoda i eksploracja,Pakiety Wakacyjne 2019,16,egzotyka,28884,20542,"71,12","3122,20","23,51"
2024-10-28,Relaks i wellness,All Inclusive 2024,27,dla seniorów,20323,10352,"50,94","1305,55","7,00"
2018-11-14,Wakacje z dziećmi,Last Minute 2018,13,dla dzieci,26373,3395,"12,87","1648,89","26,71"
2021-02-16,Egzotyczne destynacje,Last Minute 2021,11,eksploracja,79525,68630,"86,30","1583,31","16,74"
2019-04-24,Przygoda i eksploracja,Last Minute 2019,12,ekstremalne,69557,12425,"17,86","966,37","26,59"
2019-09-26,Wakacje dla par,Nowe Destynacje 2019,20,luksusowe podróże,7552,1033,"13,68","3441,16","6,43"
2017-03-13,Wakacje z dziećmi,First Minute 2017,24,animacje dla dzieci,31105,2331,"7,49","3712,38","8,69"
2020-02-21,Wakacje dla par,Last Minute 2020,3,romantyczne,36417,22306,"61,25","1581,13","26,08"
2024-01-14,Wakacje budżetowe,Last Minute 2024,27,oszczędne podróże,66693,45484,"68,20","841,28","21,65"
2019-01-23,Luksusowe podróże,Nowe Destynacje 2019,18,relaks,81547,32813,"40,24","3150,02","17,90"
2016-03-02,Wakacje dla par,All Inclusive 2016,26,luksusowe podróże,24783,22172,"89,46","1002,22","21,10"
2023-08-23,Wakacje dla seniorów,All Inclusive 2023,12,dla seniorów,4294,4263,"99,28","4647,55","8,28"
2024-04-27,Wakacje z dziećmi,All Inclusive 2024,12,rodzinne wakacje,93672,1947,"2,08","1484,10","9,93"
2016-02-28,Wakacje budżetowe,First Minute 2016,8,oszczędne podróże,94603,51131,"54,05","2347,68","9,05"
2018-02-25,Relaks i wellness,All Inclusive 2018,23,spa,91613,42060,"45,91","2208,37","22,61"
2018-09-18,Relaks i wellness,Pakiety Wakacyjne 2018,23,dla seniorów,50997,11161,"21,89","2607,17","15,15"
2019-03-31,Relaks i wellness,Oferty Specjalne 2019,2,relaks i wellness,38482,9946,"25,85","4804,06","27,98"
2016-10-06,Przygoda i eksploracja,Pakiety Wakacyjne 2016,25,ekstremalne,20764,14405,"69,37","94,26","23,44"
2017-08-27,Wakacje budżetowe,All Inclusive 2017,6,oszczędne podróże,95275,358,"0,38","4148,59","29,08"
2019-05-06,Luksusowe podróże,Pakiety Wakacyjne 2019,18,wysoki standard,18622,14188,"76,19","2977,42","0,54"
2024-12-01,Egzotyczne destynacje,Pakiety Wakacyjne 2024,6,plaże,68951,58325,"84,59","3172,27","0,94"
2022-09-02,Wakacje dla par,First Minute 2022,23,luksusowe podróże,47941,22617,"47,18","4450,80","9,44"
2022-05-26,Wakacje dla par,Last Minute 2022,29,luksusowe podróże,50646,22742,"44,90","1355,53","30,00"
2019-04-20,Przygoda i eksploracja,Oferty Specjalne 2019,8,sport,86967,79518,"91,43","253,61","23,35"
2021-05-25,Egzotyczne destynacje,Nowe Destynacje 2021,19,przygoda,43232,10049,"23,24","3731,97","2,76"
2022-06-03,Wakacje dla seniorów,Last Minute 2022,19,spokojne wakacje,94325,65840,"69,80","1898,11","12,51"
2018-05-22,Wakacje dla seniorów,First Minute 2018,12,relaks i wellness,47514,27821,"58,55","900,98","25,24"
2019-03-07,Wakacje z dziećmi,Nowe Destynacje 2019,27,dla dzieci,95033,34128,"35,91","164,41","3,14"
2019-11-26,Rodzinne wakacje,Pakiety Wakacyjne 2019,23,dla dzieci,90407,51079,"56,50","4057,28","17,33"
2021-01-02,Egzotyczne destynacje,Nowe Destynacje 2021,13,przygoda,87175,12545,"14,39","360,58","17,51"
2018-02-04,Relaks i wellness,All Inclusive 2018,16,zdrowie,5389,653,"12,12","2458,18","19,53"
2020-07-20,Relaks i wellness,Pakiety Wakacyjne 2020,9,zdrowie,46488,7977,"17,16","2494,56","11,46"
2022-05-10,Wakacje dla par,Last Minute 2022,3,dla par,97992,6114,"6,24","3650,15","10,69"
2015-02-24,Luksusowe podróże,Pakiety Wakacyjne 2015,22,wysoki standard,12752,5254,"41,20","1370,16","19,39"
2017-01-11,Luksusowe podróże,Pakiety Wakacyjne 2017,19,relaks,42860,9240,"21,56","1865,61","3,62"
2022-09-19,Wakacje budżetowe,Oferty Specjalne 2022,26,oszczędne podróże,47290,17744,"37,52","1061,45","1,01"
2016-03-27,Przygoda i eksploracja,First Minute 2016,8,egzotyka,66384,53879,"81,16","2335,96","14,71"
2021-10-12,Rodzinne wakacje,Oferty Specjalne 2021,23,dla dzieci,27298,13865,"50,79","3007,24","6,69"
2019-11-03,Wakacje dla seniorów,Pakiety Wakacyjne 2019,22,dla seniorów,34189,5825,"17,04","4207,54","24,99"
2017-12-08,Rodzinne wakacje,All Inclusive 2017,19,dla dzieci,74342,29713,"39,97","534,17","5,25"
2019-08-09,Wakacje budżetowe,First Minute 2019,4,oferty specjalne,27009,21219,"78,56","4694,59","26,08"
2023-06-09,Wakacje budżetowe,Nowe Destynacje 2023,11,oszczędne podróże,66912,26273,"39,27","1801,68","16,70"
2016-05-30,Wakacje dla par,All Inclusive 2016,20,romantyczne,82492,36386,"44,11","4933,65","21,11"
2015-08-27,Relaks i wellness,Oferty Specjalne 2015,18,dla seniorów,99062,14133,"14,27","4447,00","12,91"
2018-01-13,Luksusowe podróże,Pakiety Wakacyjne 2018,11,luksusowe podróże,60225,46857,"77,80","4590,48","13,77"
2016-05-20,Luksusowe podróże,Last Minute 2016,30,luksusowe podróże,5928,2053,"34,63","3741,16","11,36"
2021-12-19,Wakacje budżetowe,Oferty Specjalne 2021,11,oszczędne podróże,29023,24496,"84,40","1715,33","28,34"
2017-05-21,Wakacje dla par,Oferty Specjalne 2017,28,luksusowe podróże,43610,4828,"11,07","1770,24","0,56"
2018-06-01,Wakacje z dziećmi,Last Minute 2018,10,animacje dla dzieci,68282,64131,"93,92","4538,19","24,49"
2019-10-06,Luksusowe podróże,Pakiety Wakacyjne 2019,11,relaks,71978,34873,"48,45","941,15","7,06"
2024-11-21,Przygoda i eksploracja,Last Minute 2024,5,przygoda,96712,82696,"85,51","993,37","12,13"
2016-05-24,Wakacje dla seniorów,Last Minute 2016,30,spokojne wakacje,72125,20307,"28,16","144,07","19,32"
2019-04-23,Wakacje dla par,Pakiety Wakacyjne 2019,10,relaks i wellness,43923,40235,"91,60","2415,68","29,92"
2019-06-11,Rodzinne wakacje,Pakiety Wakacyjne 2019,9,dla dzieci,53707,45386,"84,51","1886,96","9,18"
2019-05-27,Luksusowe podróże,Pakiety Wakacyjne 2019,7,luksusowe podróże,83340,9323,"11,19","889,85","28,39"
2017-06-07,Przygoda i eksploracja,Pakiety Wakacyjne 2017,2,sport,43468,39552,"90,99","3535,42","0,67"
2019-09-25,Relaks i wellness,Last Minute 2019,1,spa,93092,43051,"46,25","1562,79","9,48"
2019-08-05,Relaks i wellness,Last Minute 2019,13,zdrowie,72258,54259,"75,09","825,90","3,95"
2017-01-30,Wakacje z dziećmi,Nowe Destynacje 2017,1,dla dzieci,36986,19362,"52,35","3145,65","25,05"
2018-08-21,Egzotyczne destynacje,First Minute 2018,14,nieodkryte miejsca,13526,8382,"61,97","3592,55","13,52"
2015-12-06,Luksusowe podróże,First Minute 2015,5,relaks,50788,10142,"19,97","1205,08","22,93"
2023-08-11,Egzotyczne destynacje,First Minute 2023,4,plaże,28046,27675,"98,68","3031,93","11,65"
2020-10-05,Rodzinne wakacje,First Minute 2020,27,rodzinne wakacje,7909,3479,"43,99","664,23","5,69"
2019-03-07,Luksusowe podróże,All Inclusive 2019,28,wysoki standard,51252,40692,"79,40","2354,32","22,68"
2016-09-16,Wakacje dla seniorów,Oferty Specjalne 2016,10,dla seniorów,26768,12653,"47,27","4783,65","0,52"
2021-01-29,Wakacje dla par,All Inclusive 2021,30,relaks i wellness,46963,39530,"84,17","4108,30","18,01"
2021-11-07,Rodzinne wakacje,Oferty Specjalne 2021,4,rodzinne wakacje,57201,44031,"76,98","845,87","12,39"
2017-02-21,Wakacje dla par,Pakiety Wakacyjne 2017,6,relaks i wellness,36390,15837,"43,52","1826,69","4,55"
2016-11-26,Wakacje dla par,First Minute 2016,24,relaks i wellness,97234,85662,"88,10","4379,47","11,41"
2024-03-05,Wakacje dla par,Last Minute 2024,24,romantyczne,27641,14043,"50,80","2712,48","1,07"
2022-02-10,Przygoda i eksploracja,Last Minute 2022,18,przygoda,20228,14153,"69,97","2047,93","14,15"
2015-08-20,Wakacje budżetowe,Nowe Destynacje 2015,6,budżetowe wakacje,45830,22128,"48,28","3410,08","24,18"
2023-01-05,Relaks i wellness,Oferty Specjalne 2023,16,relaks i wellness,5545,3107,"56,03","1413,50","8,70"
2023-02-18,Wakacje dla seniorów,Pakiety Wakacyjne 2023,15,relaks i wellness,42824,38440,"89,76","3116,46","17,42"
2018-04-10,Luksusowe podróże,Oferty Specjalne 2018,15,relaks,94429,38555,"40,83","1381,97","6,09"
2016-09-04,Relaks i wellness,First Minute 2016,6,spa,83435,61515,"73,73","482,59","20,87"
2022-01-21,Wakacje budżetowe,First Minute 2022,25,oferty specjalne,28529,2438,"8,55","3914,01","18,01"
2016-09-16,Relaks i wellness,Oferty Specjalne 2016,8,relaks i wellness,5644,625,"11,07","1136,79","11,15"
2021-11-27,Wakacje z dziećmi,All Inclusive 2021,15,rodzinne wakacje,20885,10757,"51,51","1863,31","1,48"
2023-10-29,Luksusowe podróże,Last Minute 2023,6,relaks,4126,1057,"25,62","434,98","20,95"
2020-12-08,Wakacje z dziećmi,Last Minute 2020,27,animacje dla dzieci,17817,14688,"82,44","3410,11","23,36"
2016-03-16,Luksusowe podróże,Oferty Specjalne 2016,15,luksusowe podróże,66195,39090,"59,05","181,12","9,76"
2023-06-28,Luksusowe podróże,Oferty Specjalne 2023,3,luksusowe podróże,34775,18972,"54,56","95,57","25,71"
2019-11-04,Przygoda i eksploracja,All Inclusive 2019,12,egzotyka,43038,36302,"84,35","3113,02","5,50"
2020-05-20,Luksusowe podróże,All Inclusive 2020,24,relaks,3063,683,"22,30","4894,37","27,23"
2024-08-18,Luksusowe podróże,Pakiety Wakacyjne 2024,21,5-gwiazdek,1444,1389,"96,19","4378,32","7,97"
2018-05-22,Wakacje dla seniorów,Nowe Destynacje 2018,30,spokojne wakacje,17772,2902,"16,33","3196,59","17,16"
2019-10-22,Wakacje budżetowe,Last Minute 2019,22,budżetowe wakacje,84834,52812,"62,25","111,21","5,89"
2022-08-01,Przygoda i eksploracja,First Minute 2022,13,przygoda,76990,18579,"24,13","4091,35","23,58"
2024-08-04,Przygoda i eksploracja,Nowe Destynacje 2024,3,sport,92737,43965,"47,41","4886,18","2,77"
2022-05-29,Wakacje dla par,All Inclusive 2022,21,relaks i wellness,42662,9136,"21,41","4060,74","3,30"
2017-09-18,Wakacje dla seniorów,Nowe Destynacje 2017,26,relaks i wellness,60332,23159,"38,39","4703,35","7,56"
2019-02-18,Przygoda i eksploracja,Oferty Specjalne 2019,16,sport,43070,958,"2,22","4491,90","24,16"
2023-08-11,Wakacje dla seniorów,Pakiety Wakacyjne 2023,25,relaks i wellness,38810,26989,"69,54","152,79","5,24"
2015-06-19,Wakacje dla par,First Minute 2015,14,luksusowe podróże,11303,8749,"77,40","743,09","24,39"
2022-03-28,Egzotyczne destynacje,Pakiety Wakacyjne 2022,7,egzotyczne destynacje,49180,40404,"82,16","3117,99","14,82"
2024-07-20,Wakacje budżetowe,Oferty Specjalne 2024,30,oszczędne podróże,59638,2725,"4,57","3246,39","16,21"
2018-08-28,Wakacje z dziećmi,First Minute 2018,4,dla dzieci,96877,29429,"30,38","508,40","5,80"
2020-11-18,Luksusowe podróże,Pakiety Wakacyjne 2020,4,5-gwiazdek,57567,6298,"10,94","4923,45","10,91"
2022-01-02,Rodzinne wakacje,Oferty Specjalne 2022,28,rodzinne wakacje,7270,4250,"58,46","1101,05","2,99"
2023-05-29,Luksusowe podróże,All Inclusive 2023,19,5-gwiazdek,53027,15682,"29,57","941,10","7,17"
2023-01-31,Rodzinne wakacje,Pakiety Wakacyjne 2023,28,rodzinne wakacje,22104,14093,"63,76","354,48","16,03"
2016-05-31,Wakacje budżetowe,All Inclusive 2016,4,budżetowe wakacje,23075,3795,"16,45","375,94","9,19"
2016-03-01,Wakacje budżetowe,All Inclusive 2016,19,budżetowe wakacje,24794,10624,"42,85","2713,68","8,78"
2024-09-11,Wakacje dla seniorów,Pakiety Wakacyjne 2024,23,spokojne wakacje,21781,3521,"16,17","3996,36","25,67"
